"Lower(old)","Upper(old)","THE(old)","JIT(old)","Lower(new)","Upper(new)","THE(new)"
1110,440,1.33898577929246,"9/17/22",1137,427,1.23113796649119
920,660,1.24815628682979,"10/17/25",922,662,1.23255656593694
430,60,1.24674405641027,"18/23/24",429,58,1.23401982160352
140,220,1.23522541072385,"13/14/16",139,221,1.23405573706338
610,970,1.24213391893898,"14/20/35",610,968,1.23442614456448
390,220,1.27900892251364,"12/15/17",388,216,1.23831127082967
70,650,1.23927539332097,"17/18/26",69,651,1.23839901012457
1010,940,1.26042365995321,"10/18/31",1010,944,1.23915527593269
530,730,1.25062331871112,"14/19/29",529,727,1.23967306255911
990,560,1.26406589965072,"9/16/22",995,554,1.24019423318822
800,890,1.28221990315567,"12/19/32",798,895,1.24086485885565
580,0,1.24196451600758,"5/7/7",581,-1,1.24159540739656
570,20,1.25618462840879,"5/7/7",580,1,1.24159718211157
150,270,1.24853045106702,"11/12/14",149,269,1.2445390199276
1050,1200,1.26061821137673,"6/11/22",1052,1196,1.24552392591268
1000,840,1.25598762247931,"9/16/26",1004,837,1.24772667591127
460,200,1.29000594956326,"13/17/19",464,194,1.24790026951498
940,210,1.26298731379892,"14/24/27",936,212,1.24813810168543
410,480,1.2791280563368,"15/19/25",410,476,1.24880796112822
370,370,1.28284063548125,"17/21/26",365,373,1.24893302128625
760,1010,1.28423557615234,"9/14/25",760,1005,1.249283902729
1080,320,1.27482685584547,"8/15/18",1082,316,1.25098729111092
910,110,1.27419453118082,"10/17/18",917,106,1.25099980525238
180,1010,1.25359123139146,"9/10/18",184,1009,1.25113417177309
400,850,1.26798588629675,"15/19/31",404,849,1.25202727356074
650,200,1.25477232931069,"11/16/18",648,200,1.25239065645263
240,970,1.25971512036456,"7/8/14",235,969,1.25290302856306
500,1020,1.26227476290812,"12/16/29",497,1021,1.25337678973642
460,910,1.28808708063946,"10/13/22",456,908,1.25372895328865
310,70,1.25949608134769,"16/19/20",308,68,1.25402826628302
530,1000,1.25988545639898,"14/19/34",529,1002,1.25508926534234
450,1140,1.25900302117405,"10/13/25",452,1137,1.25579991601934
930,700,1.27449601596234,"7/12/18",932,702,1.25876674615476
190,1200,1.26813484465665,"9/10/20",185,1205,1.25909595891568
540,580,1.27282642099529,"11/15/21",541,583,1.2598730697552
750,630,1.28420729176523,"9/14/20",749,636,1.2646100231274
900,240,1.28140652050207,"12/20/23",895,245,1.26498580926288
260,340,1.28499391378173,"12/14/17",264,337,1.26628021163984
290,560,1.27405692141995,"11/13/18",290,557,1.26656334383847
230,1200,1.27292402251865,"7/8/16",234,1198,1.26801720319417
280,830,1.28408117586563,"11/13/21",279,834,1.26827077547893
750,1100,1.28396220137865,"11/17/32",750,1104,1.26834255003542
350,210,1.27050787256838,"13/16/18",351,210,1.26871428010005
320,1090,1.28409830263721,"15/18/34",316,1093,1.26882296895533
1080,460,1.31028118259935,"7/13/17",1072,464,1.26898877349423
890,60,1.30302965063354,"15/25/26",891,55,1.26938425534914
290,130,1.28769518527828,"11/13/14",286,130,1.26980841536821
1090,500,1.30434187006053,"8/15/20",1086,500,1.27182204527898
740,170,1.3081078765851,"13/20/22",745,166,1.27382883891998
790,1030,1.29323228404645,"7/11/20",786,1030,1.27443181556322
890,410,1.299675202226,"9/15/19",886,411,1.27519991388263
930,800,1.28483319207537,"7/12/19",926,800,1.27608063422457
1140,310,1.31601719723149,"13/25/30",1145,311,1.27725827860862
740,450,1.28831666777629,"13/20/26",745,454,1.27732727152029
1190,210,1.28284882584654,"4/8/9",1200,204,1.2790079553117
1140,720,1.29339307251941,"12/23/35",1143,718,1.2811267960273
360,1080,1.28874829134559,"13/16/30",362,1078,1.28168054063711
840,780,1.31019804411449,"13/21/33",840,784,1.28321260121903
660,1200,1.30093137287454,"13/19/38",656,1200,1.28491117417569
460,520,1.30542769237821,"13/17/23",460,524,1.28504337710616
630,130,1.30232835328146,"9/13/14",636,128,1.28728878260872
810,110,1.29256089244385,"10/16/17",811,108,1.28735886054502
1070,910,1.30227190819032,"7/13/22",1071,913,1.28758551445375
340,810,1.32349734483449,"14/17/27",344,803,1.28924747156384
360,780,1.35278735999775,"13/16/25",344,803,1.28924747156384
500,880,1.31494208620459,"9/12/20",497,884,1.2925199784953
10,310,1.29824522539509,"5/5/6",10,310,1.29824522539509
560,990,1.32483742443673,"13/18/32",566,987,1.29875460424853
30,300,1.30546158718419,"5/5/6",22,304,1.29892212426442
930,320,1.31632698414199,"14/24/29",932,321,1.29908657481834
260,160,1.31446183840751,"18/21/23",263,159,1.30106603532128
550,1040,1.31367978550608,"8/11/20",554,1037,1.30213269679535
960,170,1.30857281495351,"11/19/21",968,165,1.30255940485559
920,190,1.3275172386358,"10/17/19",918,187,1.30267031835478
1190,890,1.30331197695817,"3/6/10",1190,890,1.30331197695817
830,500,1.30992767321049,"13/21/28",831,501,1.30650834890377
760,340,1.33520989032689,"9/14/17",764,334,1.30675764156525
350,940,1.34677019688716,"9/11/19",350,945,1.30762916181764
960,80,1.3093199859609,"12/21/22",958,82,1.30913454438142
380,120,1.33837046727059,"12/15/16",385,116,1.31061584616044
220,440,1.33914298747135,"15/17/22",220,444,1.31093764230012
560,700,1.31500416541609,"13/18/27",561,698,1.31099425062689
290,660,1.31714081380449,"11/13/19",290,662,1.31562291622992
610,640,1.33035721809407,"14/20/29",613,639,1.31733481029722
890,500,1.33678189712617,"9/15/20",887,498,1.31735508792239
870,60,1.33329740749823,"14/23/24",868,57,1.3177234713138
910,760,1.32265917237212,"13/22/34",912,758,1.31786272209619
60,0,1.32364306783893,"20/21/21",59,-1,1.31932343349086
590,1000,1.33766048035388,"10/14/25",587,999,1.3198405221441
860,390,1.34271554677492,"14/23/29",862,391,1.32388711181175
450,290,1.32863122902542,"17/22/26",453,288,1.32388766677326
900,360,1.35231236117989,"13/22/27",904,354,1.32558855849315
1190,560,1.33215481465982,"4/8/11",1197,554,1.32609736640093
1050,750,1.32720106266913,"6/11/17",1049,752,1.32628350601554
970,890,1.33911939915237,"12/21/35",969,888,1.32630033579776
880,520,1.34359002325327,"12/20/27",883,518,1.33089802991207
750,980,1.34068981482847,"11/17/30",747,980,1.33144893921037
840,470,1.36374618932858,"8/13/17",841,465,1.33180700883617
1080,960,1.34075240925408,"8/15/26",1081,956,1.33205284568749
350,850,1.33506361591032,"9/11/18",353,850,1.33236555436549
1030,390,1.3352915513379,"11/20/25",1031,388,1.33314654241857
410,960,1.33954710261863,"15/19/33",406,963,1.3335715151041
880,750,1.34862897521669,"9/15/23",881,744,1.33383200323727
950,670,1.33696748776818,"11/19/28",950,668,1.33437829031565
530,1150,1.34370045677859,"11/15/29",529,1153,1.3362520549364
840,920,1.36329936408283,"8/13/22",840,915,1.33677808879992
500,500,1.34107412855032,"9/12/16",500,501,1.34096252175725
1100,280,1.38163371604673,"9/17/20",1094,282,1.34134085977679
750,100,1.34542432315898,"11/17/18",750,97,1.34291922605266
880,770,1.35450629224268,"12/20/31",879,767,1.34338720213257
380,770,1.39233038359954,"16/20/31",360,783,1.34459182844767
560,1110,1.36244790410185,"8/11/21",556,1115,1.34480943881074
660,250,1.35852411745082,"13/19/22",658,253,1.34597569942597
500,800,1.35850441766094,"9/12/19",499,797,1.349029518954
1020,0,1.34928270260486,"5/9/9",1020,0,1.34928270260486
650,1090,1.36206501479159,"11/16/30",654,1089,1.34932210088344
1020,180,1.35127493701159,"5/9/10",1020,180,1.35127493701159
790,610,1.3952569516424,"12/19/27",796,606,1.35449838715624
540,110,1.37723386559875,"11/15/16",539,114,1.35638063990243
450,990,1.35791278132154,"10/13/23",451,988,1.35721655426368
810,840,1.37362842105665,"5/8/13",813,840,1.36895282021939
640,250,1.37808471574561,"9/13/15",637,248,1.37017511699228
970,1000,1.38017134480211,"8/14/25",969,1003,1.37427835872288
830,880,1.38056120845013,"13/21/35",836,877,1.37523968104589
650,910,1.38970186579172,"11/16/27",654,903,1.37638827843035
300,850,1.37793967645513,"16/19/31",300,850,1.37793967645513
740,320,1.40966501665251,"13/20/24",745,317,1.38399588043852
580,670,1.39417539368121,"15/21/31",585,668,1.38468442531968
540,1080,1.41124294217644,"11/15/28",536,1084,1.38653204369756
10,960,1.3994485074031,"4/4/7",5,965,1.39065962027067
30,950,1.40030462398331,"4/4/7",25,955,1.39084082455362
300,790,1.41737340830064,"16/19/30",305,794,1.39566329161815
540,660,1.39777915904254,"8/11/16",540,659,1.39763398027021
310,1160,1.43179401350341,"15/18/35",312,1156,1.3988150483255
1190,170,1.40992636762531,"5/10/11",1202,164,1.40476204507614
170,230,1.4253961530232,"19/21/24",175,228,1.40711605418803
190,1110,1.41228381122328,"9/10/19",194,1108,1.41134624073839
1100,520,1.42922744253109,"9/17/23",1098,525,1.41431356706818
230,0,1.4267767425526,"7/8/8",230,-2,1.42596120492058
220,20,1.43223201098846,"7/8/8",230,-2,1.42596120492058
1050,0,1.42821307739409,"6/11/11",1049,0,1.42788796073024
1050,150,1.42892740877019,"6/11/12",1050,152,1.4284793842212
750,860,1.43544159818354,"11/17/28",749,865,1.43202389408346
500,100,1.4658355340071,"12/16/17",496,107,1.43738570413319
1200,310,1.44274731400853,"5/10/12",1201,309,1.44260402417857
750,1050,1.45729803880112,"11/17/31",748,1048,1.4445728173537
1200,1050,1.45197148389384,"3/6/11",1204,1046,1.4461074355294
1180,1060,1.45544535047409,"3/6/11",1186,1055,1.4468424676621
140,830,1.46931166792025,"12/13/21",144,827,1.45192126870372
350,1120,1.4571056312762,"9/11/21",349,1119,1.45500157391496
260,10,1.47085206939095,"6/7/7",262,7,1.47048713151825
360,110,1.48556714928227,"13/16/17",358,109,1.47963593042201
660,540,1.48264841130296,"13/19/26",658,541,1.48141912375845
1200,840,1.53883300211241,"4/8/13",1199,840,1.53858054163926
1200,460,1.53898356606548,"5/10/13",1198,460,1.53871649811454
1180,850,1.5432613111629,"4/8/13",1191,844,1.53879215969124
0,580,1.55609563098111,"5/5/7",-6,584,1.55435613152777
20,570,1.55629745514731,"5/5/7",14,574,1.55438976524667
0,270,1.56506017119447,"6/6/7",0,270,1.56506017119447
20,260,1.56549969735762,"6/6/7",16,262,1.56520015169398
10,200,1.59514204914392,"8/8/9",6,204,1.59365232514202
10,810,1.61982212730736,"5/5/8",6,810,1.61618372378055
30,800,1.62152600064108,"5/5/8",26,800,1.61670637171728
1190,1110,1.62683658104128,"5/10/19",1201,1103,1.62627157222543
160,20,1.68830990095732,"10/11/11",172,-2,1.68781501633751
20,160,1.68825164098424,"10/10/11",2,170,1.68783206561755
10,1010,1.69854710240948,"5/5/9",4,1014,1.69764138060784
30,1000,1.69930919688574,"5/5/9",24,1004,1.69774996627607
10,430,1.7749153931487,"7/7/9",7,432,1.77477859609848
0,620,1.81215371326714,"7/7/10",-7,625,1.81160734090084
20,610,1.81226261598051,"7/7/10",13,615,1.81161914328472
0,1050,1.81282899846262,"6/6/11",-4,1054,1.81190375569986
20,1040,1.81288911581801,"6/6/11",16,1044,1.81191950516939
20,0,0.000149714024006852,"1/1/1",-2,0,"7.05412988722616e-07"
0,20,0.000395977819527349,"1/1/1",-2,0,"7.05412988722616e-07"
